system:index,B1,B2,B3,B4,B5,B6,B7,ClassID,EVI,LSWI,NDTI,NDVI,SATVI,random,.geo
2_16_2,0.136413,0.120326705,0.09177365,0.039846588,0.009049415,292.87924,0.008782668,8,-0.2287975096494518,0.6298505,0.014958804,-0.39452186,-0.4513096654286465,0.4295290609151191,
2_16_3,0.13631725,0.10856403,0.07696793,0.040251367,0.009154537,293.76892,0.00598596,8,-0.1913598597211954,0.6294153,0.20927827,-0.3132297,-0.3996925858726809,0.4295290609151191,
2_16_4,0.13811763,0.11336203,0.08192825,0.04049831,0.009552492,293.76892,0.0063160975,8,-0.20874216112255542,0.61828816,0.20394972,-0.3384065,-0.41458357234555776,0.4295290609151191,
2_16_5,0.13656695,0.120326705,0.09335368,0.040079944,0.01101112,292.87924,0.0068042497,8,-0.23124293507731414,0.568961,0.23613712,-0.3992527,-0.44184065584497634,0.4295290609151191,
2_16_6,0.13712451,0.1119528,0.089371406,0.040423878,0.009049415,292.87924,0.008813752,8,-0.223211768432406,0.6341697,0.013192667,-0.3771133,-0.44350295919929067,0.4295290609151191,
2_16_7,0.13712451,0.10856403,0.07696793,0.039846588,0.008775722,292.87924,0.00877057,8,-0.1961102424345598,0.63902485,2.9362764E-4,-0.31778023,-0.40223386885201906,0.4295290609151191,
2_16_8,0.13563944,0.11308037,0.08192356,0.039773054,0.010599269,292.65558,0.0061737318,8,-0.2050047726925973,0.579163,0.26384884,-0.34635726,-0.4063754522467929,0.4295290609151191,
2_18_0,0.14103168,0.11412181,0.07207388,0.033894636,0.009072311,293.3241,0.0066671567,8,-0.23359774306276382,0.5777074,0.15281041,-0.36028853,-0.38141405168711967,0.4085610252259445,
2_18_1,0.13693774,0.11294937,0.070702866,0.03412644,0.008161739,294.2105,0.0058999304,8,-0.21200746857000685,0.61399424,0.16084926,-0.34891415,-0.3835903961659738,0.4085610252259445,
2_18_2,0.13615118,0.1111061,0.07006996,0.03687488,0.006846719,293.76892,0.0062734457,8,-0.1902686014282605,0.6868038,0.04369406,-0.31039444,-0.3919769049189798,0.4085610252259445,
2_18_3,0.13693774,0.11412181,0.069471814,0.035066143,0.0069717043,294.43173,0.006596611,8,-0.2024510875016747,0.66831297,0.027644806,-0.32912132,-0.3884754548165498,0.4085610252259445,
2_18_4,0.13772431,0.11427701,0.07133578,0.035371628,0.007868661,293.76892,0.006466061,8,-0.2088733796964783,0.63604957,0.09784632,-0.33703518,-0.3884314377814343,0.4085610252259445,
2_18_5,0.1359808,0.114315115,0.068857625,0.0345791,0.008248901,293.10205,0.0062404694,8,-0.20028641287980334,0.6147893,0.13861413,-0.3313961,-0.37537003608508396,0.4085610252259445,
2_18_6,0.13591252,0.1105464,0.07072577,0.034760658,0.007868661,294.21133,0.00598596,8,-0.2044534680802763,0.6308334,0.13588974,-0.3409454,-0.3860965270292564,0.4085610252259445,
2_18_7,0.13902612,0.1105464,0.07072577,0.032417648,0.007835494,293.76892,0.0064445576,8,-0.2312865762344973,0.61068904,0.09740418,-0.37140638,-0.3862912407640824,0.4085610252259445,
2_18_8,0.13693774,0.11415991,0.06785554,0.034646265,0.008313335,293.98853,0.0061441623,8,-0.2001781525840568,0.61296964,0.15003788,-0.3239872,-0.3707437278943577,0.4085610252259445,
2_20_0,0.12809663,0.11275309,0.08000524,0.044143993,0.010217853,293.3249,0.006652585,8,-0.15911439050812792,0.62408,0.21133225,-0.28885597,-0.4023380850461441,0.09642347185707723,
2_20_1,0.1295492,0.11441806,0.08531438,0.046193972,0.011874736,293.76813,0.009657322,8,-0.16676468036165085,0.5910108,0.10298197,-0.29747468,-0.4078774384877082,0.09642347185707723,
2_20_2,0.13364096,0.11430969,0.084625386,0.044143993,0.013659494,293.76892,0.006652585,8,-0.18414389793727823,0.52738166,0.34496266,-0.31437126,-0.39249804458537313,0.09642347185707723,
2_20_3,0.12896913,0.113531396,0.081173405,0.04699804,0.010390108,293.76813,0.0090393685,8,-0.15074619256869587,0.63790053,0.06952014,-0.26663792,-0.40478328410313574,0.09642347185707723,
2_20_4,0.12730518,0.10999352,0.07878843,0.04496759,0.0078520775,294.43173,0.005688835,8,-0.15020553282152085,0.70268357,0.15975603,-0.2732864,-0.4169953022277243,0.09642347185707723,
2_20_5,0.1281507,0.11050749,0.08255131,0.04699804,0.012086421,293.9901,0.0066111824,8,-0.15293685565543297,0.59087646,0.29283106,-0.27443805,-0.39703734520680056,0.09642347185707723,
2_20_6,0.13011853,0.112332895,0.07755245,0.043316104,0.010390108,293.76813,0.007861905,8,-0.16066107545437425,0.6130761,0.13851643,-0.28325275,-0.39168651439423563,0.09642347185707723,
2_20_7,0.12925896,0.11185247,0.082558565,0.04699804,0.008891307,293.76813,0.006559323,8,-0.15517576164872338,0.6818246,0.15093131,-0.27447867,-0.42200279088454046,0.09642347185707723,
2_20_8,0.12915453,0.1099546,0.0775726,0.04388915,0.011192481,294.43173,0.0065738945,8,-0.15574987548046682,0.59360385,0.25996223,-0.27731735,-0.3856642438373012,0.09642347185707723,
2_20_9,0.12932482,0.112332895,0.08044807,0.048168592,0.010634204,294.21133,0.0062847454,8,-0.14386823845897906,0.6383096,0.25707617,-0.2509743,-0.40074816115492895,0.09642347185707723,
